GName, Name, Catalog, GLong, GLat, Size, HII_Name, Group, GLong_Observed, GLat_Observed, VLSR, e_VLSR, FWHM, e_FWHM, T_L, e_T_L, T_e,Wavelength, Lines, Resolutiom, Telescope, Author, Molecular_Name, Molecular_GLong, Molecular_GLat, Molecular_VLSR, Molecule, Molecular_Author, Maser_VLSR, Maser_VLSR, Near, Far, Tangent, RGal, VT, KDAR, Distance, e_Distance, Distance_Reid, e_Distance_Reid, Distance_PDF, e_Distance_pos_PDF, e_Distance_neg_PDF, Azimuth, Z, Distance_Method, Distance_Author, Group_VLSR, Group_e_VLSR, Group_Distance, Group_e_Distance, Group_RGal, Group_KDAR, Group_Azimuth, Group_z, Group_Distance_Reid, Group_e_Distance_Reid, Group_RGal_Reid, Group_Azimuth_Reid, Group_z_Reid, Group_Distance_PDF, Group_e_Distance_pos_PDF, Group_e_Distance_neg_PDF, Group_RGal_PDF, Group_Azimuth_PDF, Group_z_PDF, HRDS_Flux, HRDS_e_Flux, HRDS_Size, HRDS_Flags,VGPS_Flux, VGPS_e_Flux, VGPS_Area, MAGPIS_Flux, MAGPIS_e_Flux, MAGPIS_Area,SUMSS_Flux
G045.131+00.127, G045.120+00.130; G045.125+00.136, K,45.1315,0.12782,7.13731, G045.120+00.130, ,45.1224,0.13252,56.7,0.5,44.5,1.6, , ,0,6, H110,0.8, Araya, Araya et al. (2002), G045.120+00.134,45.12,0.134,59.2, HCO+, Schlingman et al. (2011),0,0,4.335,7.66,5.995,6.24914,64.3476, T,5.995,2.13033,5.885,2.23698,5.908,0.657,0.475,44.8152,13.3742, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.0171153,0.00141909,0.0439376,0
G045.132+00.146, G045.120+00.130; G045.125+00.136, K,45.1326,0.146433,36.0427, G045.120+00.130, ,45.1224,0.13252,56.7,0.5,44.5,1.6, , ,0,6, H110,0.8, Araya, Araya et al. (2002), G45.12+0.13,45.12,0.13,58.7, 13CO, Anderson & Bania (2009b),0,0,4.335,7.66,5.995,6.24922,64.3448, T,5.995,2.13033,5.885,2.23698,5.902,0.518,0.622,44.8151,15.3217, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1.828,0.0398856,1.13588,0
G045.133+00.132, G045.120+00.130; G045.125+00.136, K,45.1335,0.132977,8.92458, G045.120+00.130, ,45.1224,0.13252,56.7,0.5,44.5,1.6, , ,0,6, H110,0.8, Araya, Araya et al. (2002), G045.120+00.134,45.12,0.134,59.2, HCO+, Schlingman et al. (2011),0,0,4.335,7.66,5.995,6.24928,64.3426, T,5.995,2.13033,5.885,2.23698,5.902,0.617,0.515,44.8151,13.9137, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0.0301756,0.0166911,0.0623118,0
G045.136-00.752, , Q,45.1367,-0.751238,29.8042, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.145+00.355, , Q,45.1459,0.355933,44.3076, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.161+02.330, DB041, Q,45.1611,2.33065,141.078, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.162-00.817, , Q,45.162,-0.816227,29.8042, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.191-00.486, FQ458, C,45.1912,-0.485483,333.012, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.195-00.439, LA148, K,45.195,-0.439,77.4884, G045.190-00.439, ,45.19,-0.439,72.9,0.2,25.1,0.6,18.9,0.36,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), G045.1894-00.4387,45.1894,-0.438799,67.3, NH3, Urquhart et al. (2011),0,0,5.985,5.99,5.99,6.03083,64.1832, T,5.99,0.1,5.875,0.0557071,5.866,0.258,0.704,44.8058,-45.8949, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1783,16.2381,86.6378, P,0.094575,0.0166751,5.23641,0.0369631,0.00213015,0.483811,0
G045.197+00.740, LA134, K,45.197,0.740258,80.4921, G045.197+00.738, ,45.197,0.738,-35,0.2,31.4,0.4,18.7,0.21,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), ,0,0, , , ,0,0,0,15.465,5.99,11.2319,64.1746, F,15.465,1.23292,14.525,1.15798,14.66,           NaN,           NaN,102.326,199.801, OG/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,334.918,18.6127,112.257, P,0.443537,0.0222179,10.5562,0.172311,0.00595387,2.40158,0
G045.391-00.725, LA154, K,45.391,-0.724344,191.483, G045.386-00.726, ,45.386,-0.726,52.5,0.1,20.6,0.2,53,0.51,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), ,0,0, , , ,0,0,3.925,8.015,5.97,6.38725,63.6789, F,8.015,0.776955,8.22,0.796827,8.119,0.459,0.623,63.2892,-101.324, HIEA/Kin, Anderson et al. (2012), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,608.355,34.8442,145.185, ,0.867005,0.281266,31.9754,0.291513,0.0456747,9.70111,0
G045.406-00.513, , Q,45.4064,-0.51239,80.0293, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.415-00.106, , Q,45.4156,-0.105686,54.1895, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.430+00.098, , Q,45.4305,0.09881,29.7668, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.453+00.044, G045.450+00.060; G045.451+00.060; G045.454+00.059, K,45.453,0.0445711,244.846, G045.454+00.059; K47, G045.454+00.059; K47,45.454,0.059,54.2,0,27.6,0.1,742.94,1.64,8026,3, H87-H93,1.3, GBT, Balser et al. (2011), ,0,0, , , ,55,0,4.105,7.82,5.965,6.53093,63.5257, (F),8.40336,1.22549,8.40336,1.22549,8.40336,1.22549,1.22549,66.4915,6.53708, Parallax, Wu et al. 2014, , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,9.4026,1.01855,34.7486,6.40665,0.0809055,14.4565,0
G045.463+00.028, , G,45.4632,0.0283425,35, , G045.454+00.059; K47,0,0, , , , , , ,0, , , , , , G045.4641+00.0284,45.464,0.0282298,57.9, NH3, Urquhart et al. (2011),0,0,4.54,7.38,5.96,6.22335,63.4997, F,7.38,1.15204,7.755,1.21058,0,0,0,57.711,3.65066, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009),54.2,0,8.40336,1.22549,6.53093, (F),66.4915,6.53708,8.40336,1.22549,6.46877,68.0136,6.53708,8.40336,1.22549,1.22549,6.46877,68.0136,6.53708,0,0,0, ,0,0,0,0.0011272,0.00293462,0.107024,0
G045.466+00.045, , G,45.466,0.0454259,35, , G045.454+00.059; K47,0,0, , , , , , ,0, , , , , , G045.465+00.048,45.465,0.048,62.7, HCO+, Schlingman et al. (2011),0,0,5.435,6.485,5.96,6.08191,63.4926, F,6.485,3.17529,7.28,3.56456,0,0,0,49.4735,5.14151, HISA (Mol)/Kin, Urquhart et al. (2012)/Roman-Duval et al. (2009),54.2,0,8.40336,1.22549,6.53093, (F),66.4915,6.53708,8.40336,1.22549,6.46877,68.0136,6.53708,8.40336,1.22549,1.22549,6.46877,68.0136,6.53708,0,0,0, ,0,0,0,0.0330771,0.00226654,0.0702164,0
G045.467+00.135, , G,45.4675,0.135517,10.918, , G045.480+00.130; K47,0,0, , , , , , ,0, , , , , , G045.476+00.135,45.476,0.135,63.1, HCO+, Schlingman et al. (2011),0,0,5.595,6.33,5.96,6.0703,63.4886, T,5.96,0.367644,5.85,1.38754,0,0,0,44.5214,14.0967, TP/Kin (Mol), ,55.6,0.1,7.66,0.915026,6.29406, F,60.1914,17.38,7.95,0.949668,6.3053,63.9469,18.038,8.037,0.654,0.523,6.217,65.4539,18.2354,0,0,0, ,0,0,0,0.00317637,0.000960987,0.031059,0
G045.470+00.133, , G,45.47,0.133934,10.918, , G045.480+00.130; K47,0,0, , , , , , ,0, , , , , , G045.476+00.135,45.476,0.135,63.1, HCO+, Schlingman et al. (2011),0,0,5.595,6.325,5.96,6.07055,63.4822, T,5.96,0.365145,5.85,1.38754,0,0,0,44.5214,13.932, TP/Kin (Mol), ,55.6,0.1,7.66,0.915026,6.29406, F,60.1914,17.38,7.95,0.949668,6.3053,63.9469,18.038,8.037,0.654,0.523,6.217,65.4539,18.2354,0,0,0, ,0,0,0,0.00511596,0.000970648,0.0417829,0
G045.471+00.075, , G,45.4718,0.0758076,36.7541, , G045.454+00.059; K47,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,54.2,0,8.40336,1.22549,6.53093, (F),66.4915,6.53708,8.40336,1.22549,6.46877,68.0136,6.53708,8.40336,1.22549,1.22549,6.46877,68.0136,6.53708,0,0,0, ,0,0,0,0,0,0,0
G045.475+00.130, G045.475+00.130; G045.470+00.050; G045.480+00.130, K,45.475,0.13,144.107, G045.480+00.130; K47, G045.480+00.130; K47,45.4777,0.13058,55.6,0.1,29.5,0.3, , ,0,6, H110,0.8, Arecibo, Watson et al. (2003), G045.476+00.135,45.476,0.135,63.1, HCO+, Schlingman et al. (2011),0,0,4.26,7.66,5.96,6.29406,63.4695, F,7.66,0.915026,7.95,0.949668,8.037,0.654,0.523,60.1914,17.38, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.42087,0.186039,16.6353,1.72005,0.010513,1.12667,0
G045.484+00.143, , G,45.4847,0.143934,18.2474, , G045.480+00.130; K47,0,0, , , , , , ,0, , , , , , G045.476+00.135,45.476,0.135,63.1, HCO+, Schlingman et al. (2011),0,0,5.615,6.305,5.96,6.07081,63.4447, T,5.96,0.345153,5.845,1.38254,0,0,0,44.5214,14.9722, TP/Kin (Mol), ,55.6,0.1,7.66,0.915026,6.29406, F,60.1914,17.38,7.95,0.949668,6.3053,63.9469,18.038,8.037,0.654,0.523,6.217,65.4539,18.2354,0,0,0, ,0,0,0,0.0274122,0.000879371,0.164808,0
G045.503+00.495, LA259; FQ013, K,45.503,0.495928,111.407, G045.503+00.496, ,45.503,0.496,-35.9,0.7,23.8,1.9,7.4,0.42,0,3, H87-H93,1.3, GBT, Anderson et al. (2015b), ,0,0, , , ,0,0,0,15.495,5.955,11.3015,63.396, F,15.495,1.23994,14.54,1.16352,14.444,           NaN,           NaN,102.053,134.116, OG/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,267.87,25.9762,95.489, P,0.244427,0.02796,14.4943,0,0,0,0
G045.537-00.399, , Q,45.5374,-0.39846,54.1895, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.540-00.420, , Q,45.54,-0.42,39.0324, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.542-00.006, LA145, K,45.542,-0.006,42.5, G045.542-00.006, G045.542-00.006,45.542,-0.006,55,0.1,26.2,0.2,42.3,0.28,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), G45.54-0.01 ,45.5434,-0.0083,57, 13CO, Wienen et al. (2012)/Jackson et al. (2006),0,0,4.205,7.7,5.955,6.31387,63.299, T,5.955,2.23654,5.84,2.33163,5.816,0.65,0.479,44.4271,-0.623606, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,181.194,20.4531,92.077, C,0.172525,0.0932928,3.94628,0.102509,0.00315797,0.280585,0
G045.544-00.035, , Q,45.5441,-0.0347946,30.0799, , ,0,0, , , , , , ,0, , , , , , G045.544-00.030,45.544,-0.03,55.8, HCO+, Schlingman et al. (2011),0,0,4.295,7.61,5.955,6.28969,63.2936, T,5.955,2.16695,5.84,2.48168,0,0,0,44.4357,-3.61635, TP/Kin (Mol), , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.560-00.420, , Q,45.56,-0.42,45.1266, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.571-00.120, , Q,45.5714,-0.119538,48.6688, , G045.542-00.006,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,55,0.1,5.955,2.23654,6.31387, T,44.4271,-0.623606,5.84,2.33163,6.32449,44.2409,-0.611563,5.816,0.65,0.479,6.283,44.4304,-0.60905,0,0,0, ,0,0,0,0,0,0,0
G045.575-00.024, , Q,45.5752,-0.0234772,105.473, , G045.542-00.006,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , ,55,0.1,5.955,2.23654,6.31387, T,44.4271,-0.623606,5.84,2.33163,6.32449,44.2409,-0.611563,5.816,0.65,0.479,6.283,44.4304,-0.60905,0,0,0, ,0,0,0,0,0,0,0
G045.580-00.560, , Q,45.58,-0.56,38.1838, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.610-00.072, , Q,45.61,-0.0714752,44.3603, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.634-00.016, LA260, K,45.6344,-0.0155248,106.162, G045.631-00.017, ,45.631,-0.017,9.2,0.6,19.6,1.6,3.6,0.24,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), ,0,0, , , ,0,0,0.54,11.35,5.945,8.13158,63.0639, F,11.35,0.731583,11.045,0.711923,11.047,0.406,0.314,86.0386,-3.07538, HIEA/Kin, Anderson et al. (2012), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5561,13.4951,111.141, ,0.0533533,0.0822253,9.82861,0,0,0,0
G045.676-00.008, , Q,45.676,-0.00709167,54.1895, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.689-00.235, TB076, K,45.6895,-0.2346,240, G045.685-00.236, ,45.6848,-0.23635,19.1,0.5,34,1.3,8.4,0.3,0,3, H89-H92,0.5, Arecibo, Bania  Anderson  & Balser (2012), ,0,0, , , ,0,0,1.285,10.59,5.94,7.65777,62.9234, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.278886,0.0552519,24.5614,0,0,0,0
G045.739-00.292, , C,45.7394,-0.291647,62.9194, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.773-00.378, TB077, K,45.7732,-0.377198,85.4071, G045.770-00.372, ,45.7699,-0.37223,51,0.4,15.1,0.9,11.7,0.6,0,3, H89-H92,0.5, Arecibo, Bania  Anderson  & Balser (2012), ,0,0, , , ,0,0,3.815,8.04,5.93,6.44731,62.7101, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.802-00.161, , Q,45.8028,-0.160629,73.0081, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.806-00.353, , Q,45.8064,-0.352896,43.3224, , ,0,0, , , , , , ,0, , , , , , G045.805-00.354,45.805,-0.354,60.1, HCO+, Schlingman et al. (2011),0,0,4.975,6.875,5.925,6.16804,62.6261, T,5.925,0.950072,5.815,1.61254,0,0,0,44.1873,-36.493, TP/Kin (Mol), , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.816-00.331, , Q,45.8167,-0.330801,21.0472, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.825-00.291, G045.820-00.290; G045.824-00.290, K,45.825,-0.290092,71.8593, G045.820-00.290, ,45.8236,-0.28691,61.2,0.2,26.3,0.5, , ,0,6, H110,0.8, Arecibo, Watson et al. (2003), G045.824-00.283,45.824,-0.283,60.7, HCO+, Schlingman et al. (2011),0,0,5.225,6.62,5.925,6.13618,62.5793, F,6.62,3.27879,7.3,3.61558,7.403,0.767,0.442,50.6949,-33.5173, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.856247,0.0349682,7.97189,0.335365,0.0116956,1.82868,0
G045.833-00.365, , Q,45.8337,-0.364592,91.745, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.838-00.296, G045.820-00.290; G045.824-00.290, K,45.8388,-0.295499,168.293, G045.820-00.290, ,45.8236,-0.28691,61.2,0.2,26.3,0.5, , ,0,6, H110,0.8, Arecibo, Watson et al. (2003), G45.82-0.29,45.82,-0.29,61, 13CO, Anderson & Bania (2009b),0,0,5.23,6.61,5.92,6.13687,62.5443, T,5.92,0.69009,5.81,1.03256,5.726,0.672,0.544,44.1434,-30.5319, TP/Kin, , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.882-00.088, FQ459, K,45.8828,-0.0872469,286.925, FQ459, ,45.845,-0.102, 62.4;18.2, 0.1;0.5, 19.1;28.9, 0.2;1.3,       13.2430;2.2,     0.0960000;0.1,0,5, H95-H117,3, GBT, Anderson et al. (2017), ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.775979,0.21391,71.7948,0,0,0,0
G045.909+00.483, , Q,45.9094,0.483595,53.4683, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.915+00.180, TB078, C,45.9158,0.180595,60, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.923+00.044, , Q,45.9237,0.0441988,21.9389, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.933-00.403, G045.930-00.400, K,45.9334,-0.402258,60, G045.930-00.400, ,45.9328,-0.40143,63.9,0.5,21.1,1.3, , ,0,6, H110,0.8, Arecibo, Watson et al. (2003), G045.937-00.399,45.937,-0.399,62.3, HCO+, Schlingman et al. (2011),0,0,5.905,5.91,5.91,6.10752,62.3042, F,5.91,2.86545,6.925,3.35757,7.02,0.472,0.661,44.0507,-41.4922, HIEA+HISA/Kin, Anderson & Bania (2009a), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.255603,0.0259878,7.11387,0.074999,0.00228589,1.74611,0
G045.936+03.250, DB043, Q,45.936,3.2508,138.805, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.964-00.385, FQ460, C,45.9647,-0.38416,87.5657, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G045.992-00.511, , Q,45.9925,-0.510602,61.8332, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.030-00.385, TB080, C,46.0306,-0.384645,60, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.033-00.097, FQ014, K,46.0335,-0.0962617,183.813, FQ014, ,46.033,-0.096,63.5,0.2,28.5,0.6,8,0.12,0,5, H95-H117,3, GBT, Anderson et al. (2017), ,0,0, , , ,0,0,5.895,5.9,5.9,6.11784,62.0527, T,5.9,0.1,5.79,0.517596,5.772,0.658,0.501,43.9569,-9.91249, TP/Kin, Anderson et al. (2017), , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.322475,0.105836,29.4654,0,0,0,0
G046.069+00.216, LA265;TB081, K,46.0695,0.216491,66.7691, G046.072+00.221, ,46.072,0.221,12.4,0.4,17.6,0.9,6.2,0.27,0,3, H87-H93,1.3, GBT, Anderson et al. (2011), ,0,0, , , ,0,0,0.78,11.01,5.895,7.97865,61.9614, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4937,31.1309,163.387, ,0.0940476,0.041231,9.02434,0,0,0,0
G046.081+00.248, LA345 , C,46.0819,0.24867,25.366, , ,0,0, , , , , , ,0, , , , , , G46.09+0.25 ,46.0857,0.2524,13.9, 13CO, Wienen et al. (2012)/Jackson et al. (2006),0,0,0.895,10.895,5.895,7.90553,61.93, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.088+00.254, LA345; TB082, K,46.0881,0.25467,25.366, G046.087+00.254, ,46.0869,0.254,13.4,0.4,17,0.9,7.6,0.3,0,3, H89-H92,0.5, Arecibo, Bania  Anderson  & Balser (2012), G46.09+0.25 ,46.0857,0.2524,13.9, 13CO, Wienen et al. (2012)/Jackson et al. (2006),0,0,0.86,10.93,5.895,7.92779,61.9143, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0.0189825,0.00996705,3.44404,0.00216639,0.000298426,0.0608718,0
G046.095+00.422, , Q,46.0956,0.422285,59.4573, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.101+00.268, , Q,46.101,0.268866,25.0343, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.109+00.286, , Q,46.1099,0.286199,26.5665, , ,0,0, , , , , , ,0, , , , , , ,0,0, , , ,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.114+00.397, , Q,46.1141,0.397072,27.0947, , ,0,0, , , , , , ,0, , , , , , G46.12+0.40 ,46.1166,0.3965,55.4, 13CO, Wienen et al. (2012)/Jackson et al. (2006),0,0,4.345,7.44,5.89,6.31854,61.8479, T,5.89,2.21937,5.78,2.52143,0,0,0,43.8356,40.8186, TP/Kin (Mol), , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
G046.162-00.104, , Q,46.1627,-0.103135,18.4435, , ,0,0, , , , , , ,0, , , , , , G046.171-00.097,46.171,-0.097,15.4, HCO+, Schlingman et al. (2011),0,0,1.01,10.765,5.885,7.83441,61.7268, ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0
